SEXO,IDADE,RACA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,RENDA_FAMILIAR,BOLSA_ESTUDANTIL,INTERCAMBIO,TRABALHO_DURANTE_GRAD,COTAS,PERMANENCIA_PROLONGADA
M,22.0,A,E,E,C,A,A,A,A,0
M,19.0,A,E,D,D,A,A,A,A,1
M,24.0,A,E,C,A,D,A,A,A,0
M,18.0,A,B,D,C,D,B,A,D,0
M,21.0,A,C,C,A,A,A,B,A,1
M,21.0,D,C,F,C,A,A,A,A,1
M,18.0,D,D,F,C,A,A,A,A,1
M,18.0,A,D,D,A,A,A,A,A,0
M,18.0,D,C,E,D,A,A,E,A,1
M,18.0,F,D,F,B,A,F,B,A,0
M,19.0,D,C,D,D,A,A,C,A,0
M,29.0,D,B,E,D,A,A,D,A,0
M,22.0,B,D,C,B,A,A,A,A,1
M,18.0,A,D,F,D,A,B,C,A,0
M,18.0,A,D,D,D,A,A,A,A,0
M,19.0,A,B,C,A,B,A,A,A,0
M,19.0,A,D,E,C,A,A,C,A,1
F,19.0,D,C,F,A,B,A,A,A,0
F,18.0,D,E,F,C,A,A,E,A,0
M,18.0,A,D,E,C,A,B,B,A,0
M,19.0,D,D,E,C,A,A,A,A,0
M,19.0,D,E,E,C,A,B,D,A,0
M,18.0,A,D,D,A,A,A,B,A,1
M,21.0,A,B,B,A,A,B,A,A,0
M,17.0,D,D,D,E,A,A,A,A,0
M,20.0,C,E,E,C,A,B,D,A,0
M,19.0,C,C,D,C,A,B,A,D,1
M,21.0,A,D,E,A,D,A,A,D,1
M,18.0,F,E,E,E,F,A,A,D,0
M,20.0,A,E,F,F,A,B,C,A,0
M,25.0,D,D,E,B,A,A,A,B,0
M,18.0,A,F,D,E,D,B,A,A,1
M,23.0,A,B,D,B,C,A,D,D,0
M,18.0,A,F,E,C,A,B,D,A,1
M,19.0,A,F,E,G,A,B,E,A,0
M,18.0,A,E,F,E,A,A,E,A,1
M,18.0,A,D,D,F,A,A,E,A,1
M,18.0,A,F,E,D,A,A,E,A,1
M,18.0,A,F,C,E,A,A,C,D,1
M,23.0,A,F,F,D,A,B,C,A,1
F,19.0,A,E,E,B,A,B,B,A,1
M,28.0,A,C,C,E,A,A,E,A,1
M,18.0,A,C,F,E,A,B,A,D,0
M,18.0,A,E,E,F,A,B,E,A,1
M,24.0,A,C,B,A,D,A,A,D,1
F,19.0,C,E,E,E,A,B,A,A,0
M,18.0,A,D,F,B,A,F,C,A,1
M,24.0,D,E,D,E,F,B,E,A,0
M,19.0,A,E,E,F,A,A,A,D,1
M,19.0,A,E,F,D,A,B,C,C,0
M,18.0,A,F,E,F,A,B,D,A,1
M,18.0,A,F,F,F,A,A,B,A,1
F,17.0,A,B,B,C,C,A,E,A,1
M,19.0,A,D,F,D,A,A,E,D,1
M,17.0,C,E,E,G,A,B,A,A,0
M,18.0,A,B,E,C,A,A,A,D,0
M,20.0,A,F,F,F,A,B,E,A,0
F,17.0,A,C,E,A,C,A,A,A,0
F,21.0,C,F,F,D,A,A,D,A,1
F,20.0,A,E,D,F,A,B,C,D,0
M,18.0,A,D,D,D,A,B,D,C,0
M,18.0,C,E,E,E,A,A,B,A,1
M,19.0,D,E,E,C,A,A,D,A,1
M,18.0,A,E,F,F,A,A,E,A,1
M,18.0,A,E,E,E,A,A,E,A,1
F,18.0,F,C,E,C,D,A,A,A,0
M,18.0,A,E,E,C,A,A,D,A,0
M,20.0,A,E,C,B,E,A,A,E,0
M,22.0,A,B,F,D,C,A,E,D,0
M,19.0,A,D,D,E,A,F,E,A,1
M,22.0,A,D,E,D,A,A,A,A,0
M,19.0,A,D,D,C,A,A,E,D,1
F,23.0,A,F,F,F,A,B,E,A,0
M,22.0,D,B,B,A,C,A,A,E,0
M,24.0,A,D,F,F,A,A,A,A,0
M,18.0,A,B,F,F,A,B,E,A,1
M,19.0,A,D,D,D,A,B,E,A,1
M,19.0,A,E,D,C,C,B,A,D,0
M,20.0,D,D,D,B,D,A,A,D,1
F,18.0,A,E,E,C,A,B,A,A,1
M,19.0,A,D,F,E,A,A,A,A,1
F,18.0,A,E,E,D,A,B,C,A,1
M,20.0,A,D,F,E,A,A,A,A,1
M,25.0,F,E,D,B,D,A,A,D,1
M,19.0,A,E,D,E,A,B,B,A,0
M,20.0,A,D,D,D,A,B,C,D,0
M,19.0,A,E,D,C,A,A,E,A,1
M,19.0,A,E,E,C,A,A,A,A,1
M,18.0,A,D,D,C,A,F,E,C,1
M,21.0,A,E,D,C,A,A,A,A,1
M,19.0,A,E,F,F,A,B,B,A,1
M,19.0,A,E,E,E,A,B,A,D,1
M,22.0,A,F,F,E,A,B,D,A,1
M,21.0,F,E,F,B,A,A,A,A,0
F,19.0,D,E,E,G,A,A,A,A,1
M,18.0,F,F,F,D,A,A,E,A,1
F,18.0,A,E,E,C,A,A,C,A,1
M,19.0,A,D,D,F,A,B,A,D,1
M,27.0,A,B,D,B,C,A,E,A,0
M,19.0,A,D,D,D,A,A,A,A,0
F,30.0,A,B,D,C,A,A,D,D,1
F,19.0,A,D,B,A,D,A,A,D,1
M,24.0,A,D,D,A,A,A,D,A,1
M,19.0,A,D,D,D,A,A,E,C,0
F,18.0,A,C,F,B,A,A,A,D,0
F,18.0,A,E,F,C,A,A,A,E,0
F,18.0,A,D,D,E,A,A,A,A,0
M,29.0,A,D,D,B,A,A,E,A,0
F,19.0,D,D,D,B,A,A,A,A,0
F,18.0,A,C,D,B,A,A,A,A,1
F,20.0,D,D,D,B,A,A,C,A,0
M,19.0,A,D,D,B,A,A,A,A,0
M,22.0,A,D,D,C,A,A,D,A,1
M,17.0,A,D,D,E,A,A,A,A,1
M,21.0,D,E,C,C,A,A,A,A,1
M,20.0,D,D,D,E,A,A,E,A,1
M,18.0,D,D,D,B,A,A,E,A,1
M,22.0,D,D,D,C,A,A,E,A,1
M,18.0,A,E,E,B,A,A,E,A,1
M,19.0,A,E,D,D,A,A,E,A,1
M,19.0,A,D,E,E,A,A,E,A,1
F,18.0,A,D,D,E,A,A,E,C,0
F,18.0,A,F,F,D,A,A,D,A,0
F,18.0,A,E,F,C,A,A,A,A,0
M,19.0,A,C,D,B,A,A,B,A,0
M,18.0,A,F,F,G,A,A,A,A,1
M,18.0,D,D,D,B,A,A,A,A,1
M,20.0,D,D,D,C,A,A,D,A,1
M,18.0,A,E,E,C,A,B,C,A,1
M,19.0,A,E,E,D,A,B,A,A,1
M,19.0,A,D,E,F,A,A,A,A,1
F,18.0,A,E,E,E,A,B,A,A,0
M,18.0,A,D,D,C,A,A,D,A,0
M,18.0,D,E,F,F,A,A,A,F,0
M,20.0,B,D,E,E,A,A,D,A,0
F,18.0,D,E,E,D,A,A,A,A,0
M,18.0,A,D,F,C,A,A,C,A,0
F,26.0,D,D,D,C,A,A,A,A,0
M,18.0,D,D,F,B,A,A,C,B,0
M,18.0,A,E,D,A,A,A,A,A,0
M,29.0,B,D,E,C,A,A,A,A,0
M,18.0,B,D,D,C,A,A,A,A,0
M,23.0,D,D,D,A,A,A,A,A,0
M,20.0,D,D,D,A,A,A,A,A,0
M,17.0,A,E,F,F,A,A,D,A,0
M,19.0,D,B,D,A,A,A,A,A,0
F,22.0,A,D,D,E,A,A,B,A,0
M,18.0,D,E,E,F,A,A,A,A,0
M,18.0,D,D,D,B,A,A,D,A,0
M,18.0,B,E,E,D,A,A,A,A,0
M,19.0,A,E,D,B,A,A,A,A,0
M,26.0,A,C,D,A,A,A,A,A,0
M,21.0,D,C,D,A,A,A,A,A,0
M,34.0,A,E,D,E,A,A,D,A,0
M,18.0,A,E,D,D,C,A,B,A,0
M,23.0,B,E,E,D,A,A,A,A,0
M,22.0,A,E,E,B,A,A,C,A,0
F,18.0,A,B,C,B,E,A,A,D,0
M,19.0,D,C,D,C,C,A,A,A,0
M,19.0,C,E,E,F,A,A,A,A,1
M,19.0,A,B,E,C,C,A,A,D,1
M,19.0,A,D,D,E,A,A,A,A,0
F,18.0,A,F,F,F,A,B,A,A,1
M,17.0,A,D,C,D,D,A,A,E,0
M,25.0,C,D,F,F,A,A,A,A,0
M,17.0,F,B,F,D,A,A,A,A,1
M,18.0,A,D,C,C,C,A,A,D,0
M,20.0,A,C,B,A,E,A,A,D,0
M,18.0,A,E,F,D,A,B,A,A,1
M,19.0,A,D,D,B,E,A,A,A,1
M,18.0,A,E,E,F,A,F,A,A,0
M,18.0,A,D,D,C,E,A,A,D,0
F,18.0,A,B,B,B,C,A,A,D,0
M,20.0,A,F,F,F,A,A,D,F,1
M,18.0,A,E,D,D,D,A,B,D,0
M,18.0,D,D,F,E,A,A,A,E,0
M,18.0,A,D,D,C,E,A,A,A,1
M,18.0,D,D,D,C,E,B,E,A,1
M,18.0,A,E,F,C,A,A,A,A,0
M,22.0,D,B,F,D,A,A,A,A,1
M,19.0,A,D,D,E,A,A,E,A,1
M,18.0,A,E,E,F,A,A,A,A,0
M,18.0,A,F,F,F,A,A,A,A,1
M,20.0,A,D,D,C,E,B,E,A,1
F,18.0,D,F,F,F,A,B,E,A,1
M,19.0,A,D,E,C,D,A,A,D,1
M,18.0,A,E,D,C,A,A,A,A,1
M,18.0,A,E,E,E,A,A,A,A,1
M,19.0,D,D,E,F,A,A,A,A,0
M,18.0,D,D,E,A,E,A,E,D,1
M,18.0,A,E,D,E,A,A,A,A,0
M,19.0,B,D,C,C,E,A,A,B,0
F,19.0,A,C,D,D,E,A,A,D,1
F,18.0,A,A,A,C,A,A,E,A,1
M,24.0,D,D,E,D,A,A,A,A,0
M,19.0,A,E,D,A,A,A,D,A,0
M,43.0,A,D,B,B,A,B,B,A,1
M,19.0,D,C,C,C,A,B,A,B,1
M,19.0,B,D,B,C,E,A,A,D,1
M,20.0,D,B,C,B,E,A,A,D,1
M,18.0,A,F,F,F,A,A,E,A,1
M,18.0,A,D,D,A,E,B,B,D,1
M,19.0,A,D,B,C,E,A,A,F,1
M,26.0,B,C,B,B,A,A,E,C,1
M,20.0,D,C,C,B,E,A,A,E,0
M,18.0,A,C,D,B,E,A,A,C,1
M,17.0,D,D,E,C,A,A,B,A,1
M,18.0,A,D,E,E,A,A,E,A,1
M,19.0,D,C,C,D,E,A,E,E,1
M,19.0,A,D,D,B,F,A,D,E,1
M,19.0,D,E,D,F,A,A,A,A,1
M,21.0,A,D,D,D,A,A,A,A,1
M,22.0,A,D,D,C,A,A,D,A,0
M,18.0,A,D,F,C,A,A,C,A,1
M,17.0,A,B,F,G,A,A,A,A,1
F,19.0,C,C,D,A,E,A,A,D,1
M,22.0,A,D,B,A,E,A,A,E,0
F,18.0,A,D,E,E,A,B,E,A,1
F,19.0,A,F,F,F,A,A,A,A,0
M,19.0,A,C,D,D,A,A,A,A,1
F,19.0,A,B,C,B,E,A,A,C,1
F,18.0,A,E,D,E,A,A,E,A,0
M,19.0,D,D,E,E,A,A,A,A,1
M,18.0,A,E,E,E,A,A,B,A,0
M,19.0,A,E,E,D,A,A,B,A,0
M,18.0,A,F,F,E,A,A,A,A,0
M,19.0,D,B,B,A,C,A,A,A,0
M,20.0,A,C,C,A,A,A,A,A,0
F,18.0,A,E,E,E,F,B,A,A,0
M,19.0,A,E,D,E,A,B,A,A,0
M,17.0,B,F,F,D,A,A,C,A,1
M,19.0,F,D,D,D,A,A,E,A,1
M,19.0,A,D,D,D,A,A,E,A,1
M,19.0,A,E,E,D,A,B,A,D,1
M,20.0,C,D,D,E,A,A,E,D,1
F,19.0,D,E,D,E,A,A,A,A,0
M,19.0,D,D,F,D,A,A,D,A,1
M,26.0,A,E,D,A,A,A,A,A,1
M,20.0,D,D,E,B,A,A,E,D,1
F,19.0,C,D,F,D,A,A,E,A,0
F,19.0,B,B,E,B,A,A,E,D,1
M,21.0,A,D,D,G,A,B,E,A,1
M,24.0,A,F,E,C,A,A,A,A,1
M,18.0,A,D,D,C,A,A,E,D,1
M,18.0,D,D,C,E,A,A,A,A,0
M,19.0,D,B,E,C,A,A,E,A,1
M,20.0,D,D,D,B,A,A,A,A,1
M,20.0,A,E,F,F,A,A,A,A,0
M,22.0,D,E,D,E,A,A,A,A,1
M,22.0,D,F,D,F,A,A,C,A,0
M,17.0,A,D,D,E,A,A,D,A,0
M,19.0,B,E,D,D,A,A,A,A,0
M,22.0,A,F,F,E,A,B,A,A,0
M,19.0,D,D,D,E,A,A,E,A,1
M,18.0,D,D,D,D,A,A,A,A,1
M,19.0,D,F,F,G,A,B,D,A,1
M,18.0,D,E,E,G,A,F,A,A,0
M,20.0,C,C,E,F,A,A,A,A,0
M,18.0,D,F,C,F,A,A,A,A,0
F,18.0,D,D,C,D,A,A,A,A,0
M,20.0,A,D,E,F,A,A,E,A,1
M,25.0,A,E,E,B,A,A,E,D,0
M,26.0,B,B,A,B,A,A,B,A,0
M,19.0,D,C,D,C,A,A,A,A,0
F,19.0,A,D,D,B,A,A,B,A,1
M,18.0,D,D,D,D,A,A,A,A,0
M,21.0,A,D,E,C,A,A,A,A,0
M,19.0,A,D,D,E,A,A,A,A,0
M,18.0,A,D,E,F,A,A,A,A,0
M,19.0,A,D,E,E,A,A,A,A,0
F,21.0,A,E,E,C,A,A,A,D,0
M,23.0,F,D,B,D,A,A,A,A,1
M,19.0,A,E,E,E,A,B,A,A,1
M,18.0,D,F,F,E,A,A,D,A,0
M,18.0,A,E,F,E,A,A,A,A,0
M,20.0,F,E,E,B,A,B,E,A,1
M,24.0,D,B,B,A,A,A,B,A,0
M,20.0,A,F,D,E,A,A,D,A,0
M,20.0,A,F,D,F,A,A,A,A,1
M,18.0,A,C,E,C,A,A,A,A,0
M,17.0,A,E,E,E,A,A,A,A,0
M,19.0,C,D,C,D,A,B,A,A,0
M,20.0,A,E,E,C,A,A,A,A,0
M,18.0,D,E,F,C,A,B,A,A,1
M,21.0,A,D,F,B,A,A,E,A,0
M,19.0,A,E,E,E,A,A,A,A,0
M,19.0,A,F,D,E,A,A,B,A,1
M,19.0,A,D,D,E,A,A,A,A,1
M,17.0,A,C,E,C,A,A,A,A,1
M,19.0,B,E,E,D,A,B,C,A,1
M,21.0,A,E,E,F,A,B,E,A,1
M,19.0,A,E,E,E,A,B,A,A,1
M,19.0,A,B,E,B,D,A,A,A,0
M,19.0,A,E,D,C,A,A,A,A,0
M,18.0,A,D,D,C,A,A,B,A,0
M,18.0,A,D,E,B,D,A,A,A,1
M,18.0,A,E,E,F,A,A,C,A,1
M,18.0,A,E,D,E,A,A,A,A,1
M,21.0,A,E,D,D,A,A,A,A,1
M,22.0,A,D,D,B,A,A,D,A,0
F,20.0,A,D,D,F,A,A,A,A,1
M,17.0,A,D,E,C,A,A,A,D,1
F,20.0,A,B,B,B,A,A,A,D,0
M,20.0,A,E,E,C,D,A,A,D,1
F,18.0,A,E,D,C,A,A,E,A,1
M,17.0,A,E,D,D,A,B,A,A,0
F,21.0,A,C,E,B,C,A,A,D,0
F,18.0,A,D,D,C,C,E,E,D,0
M,22.0,A,E,D,C,A,A,A,A,0
M,25.0,A,B,C,C,A,A,E,A,0
M,17.0,A,C,E,E,A,A,A,D,0
M,24.0,A,A,B,B,A,A,A,C,1
M,19.0,A,D,D,A,A,B,D,A,1
M,20.0,A,E,F,F,A,A,A,A,0
M,25.0,A,D,F,A,A,A,A,D,1
M,18.0,A,C,C,C,A,A,A,D,0
M,18.0,A,D,D,F,A,B,A,A,0
M,18.0,A,A,D,E,A,A,A,A,0
M,18.0,A,D,B,C,A,B,A,A,0
F,17.0,A,F,F,F,A,B,A,A,0
M,18.0,A,F,E,F,A,F,A,A,0
F,18.0,A,E,F,F,A,B,A,A,0
M,20.0,A,B,F,D,A,F,B,A,0
M,21.0,A,E,E,E,A,B,C,A,0
M,18.0,A,E,D,A,A,B,C,A,0
M,17.0,A,F,D,D,A,A,E,A,1
M,21.0,D,D,B,A,A,A,A,A,0
M,18.0,A,E,E,E,A,A,A,A,1
M,19.0,A,E,E,C,A,B,C,A,0
M,18.0,A,B,F,E,A,B,A,A,0
M,26.0,A,F,E,C,A,A,A,A,0
M,21.0,A,F,D,E,A,A,A,A,1
M,20.0,A,F,F,F,A,B,A,D,0
F,18.0,D,D,A,C,E,F,A,A,0
M,26.0,D,D,D,C,A,A,E,D,0
M,20.0,D,E,E,B,A,A,E,A,0
M,19.0,A,B,D,B,D,A,A,A,0
F,18.0,F,C,C,D,A,A,A,A,1
M,18.0,A,D,B,A,C,A,B,D,1
F,20.0,A,D,F,E,A,B,C,D,1
M,18.0,F,B,D,C,A,A,A,D,0
M,18.0,D,F,F,E,A,A,A,A,1
F,21.0,A,C,D,B,F,A,A,C,1
M,20.0,A,B,C,A,A,A,A,A,0
M,19.0,D,C,E,C,C,B,A,A,1
M,20.0,D,C,D,B,A,B,A,A,1
M,19.0,D,D,D,C,A,A,D,A,0
M,22.0,A,D,F,B,A,A,A,A,0
M,19.0,A,B,B,B,E,A,D,E,0
F,18.0,A,E,E,B,A,A,A,A,0
M,19.0,A,D,D,E,A,E,A,A,0
M,18.0,A,D,D,F,A,A,A,A,0
M,19.0,F,F,E,F,A,B,D,A,0
F,19.0,A,E,F,D,A,A,A,A,0
M,18.0,A,E,E,E,A,A,C,A,0
M,18.0,A,D,E,D,A,B,A,A,1
M,18.0,A,E,F,F,A,A,A,A,0
M,17.0,D,F,E,F,A,A,A,A,0
F,17.0,B,F,F,F,A,A,A,A,0
M,17.0,B,F,F,F,A,E,C,B,0
M,17.0,D,D,E,F,A,B,C,A,0
M,18.0,A,E,E,B,C,A,A,A,0
F,18.0,A,D,E,D,A,A,E,A,0
M,17.0,A,F,F,F,A,A,C,A,0
M,17.0,A,F,F,E,A,A,C,A,0
F,18.0,D,E,F,F,A,B,A,A,0
F,18.0,A,E,E,E,A,A,A,A,0
M,18.0,D,E,E,E,A,B,A,A,0
M,19.0,A,E,E,E,A,B,B,A,0
M,22.0,A,D,F,F,A,A,C,A,0
F,18.0,C,F,F,F,A,A,A,A,0
M,18.0,A,E,E,F,A,A,A,A,0
M,19.0,A,E,E,F,A,A,C,A,0
M,18.0,A,F,F,F,A,B,A,A,0
M,19.0,A,F,F,E,A,A,D,A,1
M,19.0,A,E,E,F,A,B,A,A,0
M,17.0,D,F,E,F,A,A,D,A,1
M,18.0,A,F,D,G,A,B,E,A,1
M,18.0,C,E,E,F,A,B,E,A,1
F,19.0,F,E,E,E,A,B,D,A,1
M,17.0,A,D,E,E,A,A,A,A,0
M,19.0,D,C,F,F,A,F,E,A,1
M,18.0,B,D,D,A,A,A,A,A,1
M,17.0,B,D,F,F,A,A,A,B,1
M,20.0,A,D,D,F,A,A,C,A,0
M,20.0,A,C,D,C,A,A,E,A,1
M,18.0,A,F,F,G,A,A,E,A,1
M,18.0,A,F,E,D,A,A,E,A,0
F,20.0,A,F,F,F,A,B,A,A,1
M,18.0,A,E,D,F,A,A,E,A,1
F,18.0,A,D,D,D,A,B,A,A,1
M,18.0,A,E,D,D,A,B,A,A,1
M,19.0,A,E,F,F,A,B,A,A,1
M,17.0,A,E,D,D,A,A,A,A,0
M,18.0,A,F,E,F,A,B,A,A,1
M,18.0,A,F,F,G,A,A,A,A,0
M,19.0,A,F,F,G,A,B,E,A,1
M,18.0,A,D,D,C,C,A,A,A,0
M,19.0,D,E,F,F,A,B,B,A,1
M,18.0,A,D,E,E,A,A,D,A,0
F,18.0,C,F,E,E,A,B,A,A,0
M,20.0,A,E,E,D,A,A,C,A,0
M,18.0,C,F,E,F,A,A,A,A,1
M,18.0,A,F,E,D,F,B,C,A,1
M,18.0,A,E,E,E,A,A,A,A,1
M,19.0,A,C,D,B,C,A,A,A,0
M,17.0,A,B,C,B,C,A,A,E,0
M,18.0,A,E,F,C,C,A,C,D,0
M,18.0,D,F,F,A,A,A,B,A,1
M,17.0,A,E,D,F,A,A,A,A,1
M,21.0,A,C,D,C,A,A,A,D,0
M,24.0,A,B,D,D,A,A,E,A,1
M,18.0,A,E,E,D,A,A,A,A,0
M,24.0,A,C,E,B,A,A,E,A,1
M,21.0,A,B,B,C,C,A,A,D,0
M,23.0,C,E,D,A,A,B,D,A,1
M,18.0,A,C,D,C,A,A,A,A,1
M,18.0,A,B,F,C,A,A,B,D,0
M,18.0,A,E,E,D,A,A,A,A,0
M,20.0,A,E,F,D,A,A,A,A,1
M,21.0,A,B,D,E,A,B,A,A,0
M,20.0,A,D,D,B,A,B,B,A,0
M,18.0,A,E,F,D,A,A,A,A,0
M,19.0,A,D,C,D,A,A,A,D,0
M,22.0,F,C,F,C,D,A,A,A,0
M,18.0,A,C,D,B,C,A,B,C,0
F,17.0,A,B,B,D,D,A,A,A,0
M,19.0,A,C,D,B,A,A,A,A,0
M,19.0,A,F,F,C,A,A,A,A,1
M,20.0,A,D,D,E,A,A,B,D,0
M,20.0,A,B,C,B,A,A,A,D,0
M,23.0,A,D,F,A,A,A,D,D,0
M,18.0,A,D,B,B,C,B,B,A,1
M,18.0,A,E,F,E,A,B,A,A,1
M,18.0,A,D,D,C,E,A,E,D,1
M,20.0,A,D,D,B,A,A,E,A,1
M,18.0,A,E,C,B,A,B,E,D,1
F,19.0,A,E,D,F,A,B,E,A,1
F,18.0,C,D,D,A,E,A,C,D,0
M,25.0,A,D,B,E,A,A,A,A,0
M,18.0,D,D,D,B,E,A,E,A,1
M,17.0,A,D,E,D,A,A,A,A,0
F,18.0,A,D,E,B,E,A,E,A,0
M,19.0,C,C,D,A,A,B,A,A,0
M,19.0,A,D,E,E,A,B,E,D,1
M,19.0,A,E,F,C,A,A,E,A,1
F,19.0,A,B,B,C,E,B,A,D,1
M,18.0,A,D,D,D,C,A,A,A,1
M,20.0,A,D,E,E,A,A,A,D,0
M,19.0,C,D,E,B,A,A,E,D,0
M,18.0,A,D,D,B,E,A,C,A,0
M,20.0,A,D,E,E,A,A,A,D,0
M,18.0,A,D,F,C,A,B,A,D,1
M,19.0,A,E,D,C,A,A,B,A,0
M,20.0,A,E,D,A,A,A,A,D,0
F,18.0,A,D,D,C,A,A,A,A,0
F,20.0,A,E,F,F,A,A,A,A,1
M,19.0,A,C,D,C,A,A,A,D,0
M,18.0,C,B,D,D,A,B,D,A,1
M,21.0,A,C,E,B,D,B,D,D,1
F,18.0,A,C,E,C,D,A,B,A,1
F,20.0,C,D,E,B,D,A,E,A,0
M,23.0,A,C,C,C,A,A,E,D,0
M,19.0,A,D,D,C,A,A,A,A,0
M,18.0,A,D,E,C,A,A,A,D,1
M,19.0,A,D,D,D,D,A,E,A,0
M,18.0,A,E,F,E,F,B,A,A,0
M,20.0,A,D,D,B,D,A,D,A,1
M,19.0,A,D,E,D,A,A,E,D,1
M,18.0,A,E,D,C,A,A,E,A,1
M,20.0,A,E,E,E,A,B,A,A,1
M,18.0,A,D,D,B,C,B,E,A,1
M,18.0,C,D,C,C,A,A,A,A,0
M,19.0,A,C,F,C,A,A,A,D,0
M,21.0,D,D,E,B,E,B,D,D,0
M,22.0,A,D,C,A,A,A,A,A,1
M,21.0,D,B,C,B,A,A,C,D,0
M,20.0,D,D,C,B,A,A,B,A,0
M,21.0,D,C,D,B,D,A,A,B,0
M,18.0,A,F,F,E,A,B,B,A,0
M,19.0,D,B,E,A,A,A,A,D,1
M,18.0,A,D,D,A,A,A,A,D,0
M,18.0,A,B,E,C,C,A,A,A,0
M,18.0,D,F,D,D,A,A,E,D,0
M,21.0,A,E,E,B,A,A,A,A,0
M,17.0,A,E,E,F,A,A,B,A,0
M,19.0,F,D,E,B,C,B,B,A,1
M,18.0,D,D,D,B,D,A,C,A,0
M,18.0,D,E,E,B,A,A,A,A,0
M,24.0,D,E,D,B,A,B,A,A,0
M,17.0,D,E,E,C,A,A,A,A,0
M,17.0,A,C,D,B,A,B,A,A,0
M,18.0,D,D,E,E,A,A,A,A,0
M,22.0,A,D,C,D,A,A,A,A,0
M,18.0,A,F,D,C,A,A,A,A,0
M,20.0,A,E,E,F,A,A,A,A,0
M,18.0,D,D,D,D,A,A,A,E,0
M,18.0,A,E,E,A,A,A,A,A,1
M,26.0,D,D,D,B,A,A,A,A,1
M,18.0,A,E,E,E,A,A,A,A,1
M,20.0,A,D,D,D,C,A,A,A,0
M,20.0,C,E,E,E,A,A,A,A,0
M,18.0,A,E,E,D,A,A,A,A,0
M,18.0,F,E,D,D,A,B,A,A,0
M,18.0,A,B,E,C,C,A,B,A,0
M,17.0,A,D,D,G,A,A,B,A,0
M,20.0,A,C,F,F,A,A,A,A,0
M,21.0,A,E,E,C,E,B,A,A,0
M,17.0,C,D,D,B,C,B,A,A,0
M,37.0,B,B,B,C,A,A,E,B,0
M,19.0,B,B,B,B,E,A,A,A,0
M,18.0,A,D,F,E,A,A,A,A,0
M,22.0,A,E,E,C,A,A,D,A,0
M,24.0,D,B,C,B,E,A,A,E,0
M,18.0,A,E,F,E,A,A,A,A,0
F,19.0,D,F,F,C,A,A,A,A,0
M,20.0,D,F,F,A,A,A,C,A,0
M,18.0,A,F,E,F,A,A,A,A,0
M,20.0,A,D,D,E,A,A,A,A,0
M,18.0,A,D,C,A,E,A,A,A,1
M,17.0,A,C,E,B,A,A,A,D,1
M,18.0,A,D,F,A,D,A,A,D,0
M,18.0,A,D,E,D,A,A,A,A,0
M,20.0,A,B,E,D,E,A,A,A,0
M,31.0,A,B,B,B,E,A,A,A,0
M,19.0,A,A,A,C,E,A,A,D,0
M,17.0,A,F,E,E,A,B,A,A,1
M,19.0,A,D,C,D,A,A,A,D,0
M,20.0,A,D,D,C,A,B,A,A,1
M,18.0,A,D,F,D,A,A,B,A,0
M,18.0,A,E,F,E,A,B,A,A,1
M,18.0,A,B,D,C,D,A,A,A,0
F,27.0,A,D,D,B,E,A,A,A,0
M,18.0,A,E,F,D,A,A,B,A,1
M,18.0,A,B,D,D,A,A,A,A,1
M,18.0,A,D,C,B,A,B,A,A,0
M,21.0,A,C,B,A,E,B,A,A,0
M,18.0,A,D,D,C,E,A,A,D,0
M,18.0,A,D,F,C,E,A,A,A,0
M,17.0,A,C,D,B,C,A,A,D,0
M,20.0,A,F,F,G,A,A,A,A,1
F,18.0,A,C,E,C,C,A,A,D,0
M,18.0,A,B,C,C,A,A,A,A,0
M,18.0,A,C,C,C,A,A,A,A,0
F,20.0,A,C,E,B,E,B,A,D,1
M,19.0,A,F,F,F,A,A,A,A,0
M,18.0,A,E,E,E,A,A,D,A,0
M,18.0,A,D,D,F,A,A,C,A,0
F,19.0,A,C,B,D,A,B,A,A,0
M,18.0,A,C,F,E,C,B,E,A,1
M,26.0,A,A,A,B,A,A,A,D,1
M,18.0,A,E,D,C,A,B,C,A,0
M,19.0,A,B,F,C,A,A,B,A,0
M,22.0,A,D,D,C,A,B,A,A,1
M,19.0,A,D,D,A,B,A,A,A,0
M,19.0,D,D,E,C,A,A,A,D,1
M,17.0,C,E,F,C,A,A,A,A,0
M,19.0,A,F,D,E,A,A,A,A,0
M,19.0,A,F,D,E,A,B,A,A,0
M,18.0,A,D,D,E,A,A,B,A,1
F,18.0,A,D,F,A,B,A,A,A,0
M,22.0,A,F,D,C,A,A,A,D,0
M,21.0,D,B,B,C,A,A,A,D,1
M,18.0,D,D,D,E,A,A,A,A,1
M,19.0,D,D,E,E,A,A,A,A,1
M,19.0,A,D,D,D,A,B,A,D,1
M,18.0,A,F,E,E,A,A,E,A,0
M,18.0,A,E,D,E,A,A,A,A,0
F,19.0,A,D,D,B,A,A,E,A,1
F,19.0,A,D,D,D,A,A,E,A,0
M,17.0,A,D,D,E,A,A,E,A,0
M,18.0,A,D,D,C,A,A,A,F,0
M,18.0,A,D,C,E,A,F,E,A,0
F,18.0,A,E,D,C,A,A,E,A,0
F,19.0,A,D,C,C,A,A,C,A,0
M,18.0,A,D,D,C,A,A,D,A,0
M,19.0,A,C,C,D,A,A,E,A,0
M,17.0,A,D,E,E,A,A,E,A,0
